// General information: 
//  MT Manager version: 2019.0.1 
//  XDA version: 2019.0.1 build 2740 rev 84096 built on 2019-01-30
// Device information: 
//  DeviceId: 00B44087
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U
12142	9.799160	-0.409601	-0.135443	0.096292	0.059653	-0.004690	-0.013365	-0.018291	0.008142	-0.875488	-0.197510	-0.405029	0.679860	0.162725	-0.688992	0.191314	NaN	NaN	NaN	NaN	NaN	NaN
12143	9.775668	-0.433385	-0.147746	0.117255	0.043925	-0.027103	-0.009635	-0.014873	0.007816	-0.877686	-0.197510	-0.413574	0.679812	0.162665	-0.689061	0.191288	NaN	NaN	NaN	NaN	NaN	NaN
12144	9.771189	-0.439326	-0.072478	0.052441	0.002019	-0.031499	-0.017071	-0.017472	0.009300	-0.879883	-0.199707	-0.400635	0.679754	0.162584	-0.689150	0.191242	NaN	NaN	NaN	NaN	NaN	NaN
12145	9.744686	-0.427181	-0.043900	0.020189	-0.002283	-0.058565	-0.020665	-0.017086	0.007077	-0.877441	-0.201904	-0.404785	0.679706	0.162495	-0.689237	0.191174	NaN	NaN	NaN	NaN	NaN	NaN
12146	9.747883	-0.431895	-0.100304	0.069509	0.020583	-0.054995	-0.020688	-0.023442	0.005828	-0.877686	-0.199707	-0.400635	0.679634	0.162419	-0.689347	0.191099	NaN	NaN	NaN	NaN	NaN	NaN
12147	9.746920	-0.409747	-0.093447	0.050446	0.035802	-0.056907	-0.022444	-0.023040	0.003658	-0.882080	-0.201904	-0.402832	0.679566	0.162349	-0.689454	0.191012	NaN	NaN	NaN	NaN	NaN	NaN
12148	9.700200	-0.424276	-0.130717	0.088548	0.038512	-0.102814	-0.024380	-0.029828	0.004471	-0.873047	-0.197510	-0.409424	0.679476	0.162272	-0.689588	0.190914	NaN	NaN	NaN	NaN	NaN	NaN
12149	9.746833	-0.410519	-0.099028	0.050301	0.035828	-0.056906	-0.009639	-0.028436	0.004044	-0.877686	-0.195068	-0.398682	0.679384	0.162245	-0.689699	0.190866	NaN	NaN	NaN	NaN	NaN	NaN
12150	9.771381	-0.378787	-0.113513	0.044438	0.070696	-0.033665	-0.020708	-0.022591	0.007096	-0.875244	-0.201904	-0.402832	0.679313	0.162164	-0.689807	0.190795	NaN	NaN	NaN	NaN	NaN	NaN
12151	9.721227	-0.421417	-0.083052	0.036816	0.016221	-0.082059	-0.031825	-0.029456	0.007646	-0.873047	-0.201904	-0.404785	0.679226	0.162052	-0.689950	0.190684	NaN	NaN	NaN	NaN	NaN	NaN
12152	9.794287	-0.420785	-0.082347	0.030652	0.017882	-0.009084	-0.024472	-0.038717	0.004916	-0.884521	-0.199707	-0.398682	0.679105	0.161981	-0.690114	0.190580	NaN	NaN	NaN	NaN	NaN	NaN
12153	9.796240	-0.434594	-0.118011	0.064772	0.021632	-0.006340	-0.028171	-0.037897	0.006080	-0.880127	-0.192871	-0.405273	0.678989	0.161899	-0.690278	0.190470	NaN	NaN	NaN	NaN	NaN	NaN
12154	9.770695	-0.444762	-0.100537	0.051414	0.002038	-0.031494	-0.029916	-0.035375	0.004331	-0.875488	-0.195068	-0.403076	0.678884	0.161809	-0.690436	0.190348	NaN	NaN	NaN	NaN	NaN	NaN
12155	9.820276	-0.466720	-0.111178	0.066265	-0.012021	0.019071	-0.028037	-0.045531	0.000173	-0.875244	-0.201904	-0.398438	0.678750	0.161739	-0.690623	0.190207	NaN	NaN	NaN	NaN	NaN	NaN
12156	9.820225	-0.466661	-0.115797	0.066136	-0.012012	0.019072	-0.018816	-0.046304	-0.000841	-0.882324	-0.197510	-0.398682	0.678604	0.161715	-0.690803	0.190097	NaN	NaN	NaN	NaN	NaN	NaN
12157	9.793639	-0.485776	-0.076442	0.037531	-0.050724	-0.006913	-0.018900	-0.041638	0.003381	-0.877930	-0.192871	-0.400879	0.678467	0.161678	-0.690970	0.190007	NaN	NaN	NaN	NaN	NaN	NaN
12158	9.795336	-0.531220	-0.099243	0.075328	-0.081229	-0.003081	-0.009722	-0.043680	0.003211	-0.880127	-0.195068	-0.400879	0.678318	0.161668	-0.691136	0.189945	NaN	NaN	NaN	NaN	NaN	NaN
12159	9.796530	-0.490192	-0.139299	0.086719	-0.027800	-0.003334	-0.009603	-0.041991	0.000247	-0.882080	-0.199707	-0.402832	0.678180	0.161660	-0.691294	0.189871	NaN	NaN	NaN	NaN	NaN	NaN
12160	9.819801	-0.499112	-0.119352	0.069331	-0.046292	0.020161	-0.011379	-0.036502	0.000189	-0.879883	-0.199707	-0.400635	0.678060	0.161648	-0.691435	0.189799	NaN	NaN	NaN	NaN	NaN	NaN
12161	9.748718	-0.481576	-0.171667	0.105824	-0.009863	-0.051151	-0.013086	-0.030593	-0.001984	-0.886963	-0.195068	-0.403076	0.677966	0.161635	-0.691552	0.189718	NaN	NaN	NaN	NaN	NaN	NaN
12162	9.773050	-0.480955	-0.173511	0.103681	-0.009304	-0.026825	-0.005747	-0.032650	-0.002210	-0.882324	-0.197510	-0.400879	0.677857	0.161647	-0.691672	0.189659	NaN	NaN	NaN	NaN	NaN	NaN
12163	9.796524	-0.457870	-0.165916	0.082591	0.006549	-0.004416	-0.005763	-0.027566	-0.000103	-0.880127	-0.192871	-0.398682	0.677765	0.161642	-0.691776	0.189611	NaN	NaN	NaN	NaN	NaN	NaN
12164	9.818989	-0.444078	-0.135363	0.046240	0.003318	0.017161	-0.009316	-0.023789	-0.002742	-0.884521	-0.195068	-0.400879	0.677690	0.161635	-0.691869	0.189545	NaN	NaN	NaN	NaN	NaN	NaN
12165	9.818119	-0.421211	-0.128286	0.027131	0.018647	0.015244	-0.011105	-0.020417	-0.003218	-0.882324	-0.197510	-0.405029	0.677630	0.161613	-0.691953	0.189473	NaN	NaN	NaN	NaN	NaN	NaN
12166	9.793731	-0.421142	-0.131779	0.029019	0.018104	-0.009080	-0.009209	-0.024217	-0.006126	-0.886719	-0.199707	-0.398682	0.677557	0.161619	-0.692045	0.189396	NaN	NaN	NaN	NaN	NaN	NaN
12167	9.817956	-0.451943	-0.119476	0.030658	-0.015644	0.016331	-0.012796	-0.019591	-0.007496	-0.875488	-0.195068	-0.400879	0.677506	0.161613	-0.692120	0.189305	NaN	NaN	NaN	NaN	NaN	NaN
12168	9.843345	-0.441345	-0.143081	0.043761	0.003965	0.041488	-0.005438	-0.026731	-0.009836	-0.882324	-0.195068	-0.398682	0.677424	0.161646	-0.692214	0.189227	NaN	NaN	NaN	NaN	NaN	NaN
12169	9.845196	-0.453651	-0.177269	0.077901	0.007810	0.044238	-0.007254	-0.020394	-0.008622	-0.884277	-0.201904	-0.396240	0.677369	0.161658	-0.692287	0.189149	NaN	NaN	NaN	NaN	NaN	NaN
12170	9.848891	-0.479144	-0.242602	0.146188	0.015391	0.049740	-0.008966	-0.012367	-0.010371	-0.882080	-0.199707	-0.400635	0.677340	0.161668	-0.692335	0.189068	NaN	NaN	NaN	NaN	NaN	NaN
12171	9.847932	-0.487450	-0.221039	0.130868	-0.003710	0.048909	-0.003413	-0.006817	-0.010238	-0.882324	-0.192871	-0.400879	0.677326	0.161697	-0.692356	0.189013	NaN	NaN	NaN	NaN	NaN	NaN
12172	9.847971	-0.486539	-0.221284	0.130739	-0.003703	0.048911	0.005781	0.001731	-0.008323	-0.884521	-0.199707	-0.400635	0.677333	0.161736	-0.692344	0.189002	NaN	NaN	NaN	NaN	NaN	NaN
12173	9.821797	-0.472845	-0.190625	0.098467	-0.007991	0.021836	0.005809	-0.001235	-0.010012	-0.877686	-0.197510	-0.398682	0.677333	0.161780	-0.692339	0.188981	NaN	NaN	NaN	NaN	NaN	NaN
12174	9.820838	-0.481396	-0.168940	0.083089	-0.027030	0.021005	0.016580	-0.017225	-0.006329	-0.879883	-0.197510	-0.396484	0.677264	0.161866	-0.692382	0.188998	NaN	NaN	NaN	NaN	NaN	NaN
12175	9.846207	-0.470675	-0.192118	0.096245	-0.007426	0.046162	0.014941	-0.022331	-0.013983	-0.879883	-0.197510	-0.398682	0.677186	0.161980	-0.692436	0.188979	NaN	NaN	NaN	NaN	NaN	NaN
12176	9.846333	-0.437650	-0.207264	0.092409	0.026892	0.045077	0.014851	-0.017668	-0.009759	-0.882080	-0.199707	-0.396484	0.677120	0.162073	-0.692480	0.188979	NaN	NaN	NaN	NaN	NaN	NaN
12177	9.843450	-0.464627	-0.141271	0.046573	-0.030252	0.042578	0.005713	-0.016479	-0.010837	-0.879883	-0.199707	-0.396484	0.677067	0.162139	-0.692526	0.188944	NaN	NaN	NaN	NaN	NaN	NaN
12178	9.797494	-0.468490	-0.199491	0.099941	-0.008520	-0.002483	0.005653	-0.012664	-0.007881	-0.879883	-0.197510	-0.398682	0.677023	0.162190	-0.692563	0.188922	NaN	NaN	NaN	NaN	NaN	NaN
12179	9.772167	-0.477424	-0.179679	0.086645	-0.028117	-0.027640	0.007479	-0.019001	-0.009095	-0.880127	-0.192871	-0.394531	0.676959	0.162258	-0.692616	0.188897	NaN	NaN	NaN	NaN	NaN	NaN
12180	9.747788	-0.476954	-0.183166	0.088537	-0.028662	-0.051963	0.012938	-0.028691	-0.009789	-0.882080	-0.201904	-0.402832	0.676856	0.162355	-0.692699	0.188880	NaN	NaN	NaN	NaN	NaN	NaN
12181	9.771299	-0.453090	-0.175370	0.067498	-0.012805	-0.029558	0.014745	-0.027825	-0.008476	-0.886719	-0.197510	-0.396484	0.676756	0.162450	-0.692776	0.188874	NaN	NaN	NaN	NaN	NaN	NaN
12182	9.773249	-0.401498	-0.236221	0.094173	0.059603	-0.028977	0.014954	-0.024448	-0.014404	-0.884521	-0.199707	-0.400635	0.676670	0.162566	-0.692838	0.188852	NaN	NaN	NaN	NaN	NaN	NaN
12183	9.794051	-0.373313	-0.173248	0.023640	0.052624	-0.010163	0.014935	-0.015128	-0.011460	-0.880127	-0.195068	-0.398682	0.676615	0.162661	-0.692871	0.188847	NaN	NaN	NaN	NaN	NaN	NaN
12184	9.742593	-0.369085	-0.122712	-0.021908	0.028705	-0.062400	0.011298	-0.016011	-0.012816	-0.882080	-0.201904	-0.400635	0.676560	0.162751	-0.692910	0.188826	NaN	NaN	NaN	NaN	NaN	NaN
12185	9.715534	-0.364281	-0.071334	-0.069360	0.005380	-0.090314	0.013129	-0.022347	-0.014029	-0.879883	-0.197510	-0.396484	0.676487	0.162854	-0.692964	0.188798	NaN	NaN	NaN	NaN	NaN	NaN
12186	9.716437	-0.385403	-0.082962	-0.050531	-0.009876	-0.088393	0.018670	-0.027380	-0.016001	-0.882080	-0.204102	-0.400635	0.676390	0.162991	-0.693031	0.188782	NaN	NaN	NaN	NaN	NaN	NaN
12187	9.716475	-0.383837	-0.085663	-0.050528	-0.009867	-0.088393	0.015001	-0.029532	-0.016508	-0.879639	-0.204102	-0.396240	0.676293	0.163120	-0.693105	0.188748	NaN	NaN	NaN	NaN	NaN	NaN
12188	9.768802	-0.407986	-0.149741	0.013722	-0.001200	-0.034233	0.005759	-0.027919	-0.014192	-0.884521	-0.197510	-0.394287	0.676202	0.163207	-0.693188	0.188692	NaN	NaN	NaN	NaN	NaN	NaN
12189	9.795827	-0.441911	-0.192524	0.064788	-0.012151	-0.005230	0.005794	-0.030886	-0.015878	-0.886963	-0.195068	-0.400879	0.676104	0.163306	-0.693278	0.188629	NaN	NaN	NaN	NaN	NaN	NaN
12190	9.821094	-0.462585	-0.203107	0.081593	-0.026858	0.021018	0.011309	-0.020245	-0.013656	-0.884521	-0.197510	-0.396484	0.676034	0.163403	-0.693330	0.188601	NaN	NaN	NaN	NaN	NaN	NaN
12191	9.821114	-0.493154	-0.191555	0.085194	-0.061064	0.022107	0.003967	-0.016080	-0.012992	-0.882080	-0.206543	-0.394043	0.675989	0.163458	-0.693376	0.188549	NaN	NaN	NaN	NaN	NaN	NaN
12192	9.799375	-0.496342	-0.248810	0.136554	-0.038797	0.001377	0.014986	-0.020208	-0.013571	-0.886719	-0.197510	-0.394287	0.675917	0.163567	-0.693424	0.188534	NaN	NaN	NaN	NaN	NaN	NaN
12193	9.822016	-0.417717	-0.244265	0.092833	0.026582	0.020767	0.027778	-0.018384	-0.010738	-0.882324	-0.197510	-0.394287	0.675838	0.163712	-0.693456	0.188575	NaN	NaN	NaN	NaN	NaN	NaN
12194	9.868158	-0.348257	-0.215710	0.031806	0.073506	0.063645	0.035030	-0.013644	-0.006349	-0.879883	-0.197510	-0.396484	0.675765	0.163858	-0.693470	0.188660	NaN	NaN	NaN	NaN	NaN	NaN
12195	9.842893	-0.325686	-0.208763	0.014798	0.088297	0.037398	0.042350	-0.012721	-0.004912	-0.877686	-0.199707	-0.394287	0.675691	0.164015	-0.693473	0.188772	NaN	NaN	NaN	NaN	NaN	NaN
12196	9.815876	-0.258069	-0.183367	-0.040158	0.133565	0.007302	0.045999	-0.013952	-0.003978	-0.882080	-0.199707	-0.394287	0.675606	0.164190	-0.693480	0.188902	NaN	NaN	NaN	NaN	NaN	NaN
12197	9.788885	-0.222126	-0.144676	-0.091348	0.144551	-0.021706	0.022216	-0.012505	-0.007492	-0.884521	-0.197510	-0.398682	0.675552	0.164292	-0.693498	0.188937	NaN	NaN	NaN	NaN	NaN	NaN
12198	9.741865	-0.267408	-0.166728	-0.049524	0.112910	-0.066506	0.005748	-0.016489	-0.010820	-0.884521	-0.201904	-0.387695	0.675498	0.164357	-0.693545	0.188902	NaN	NaN	NaN	NaN	NaN	NaN
12199	9.767138	-0.320572	-0.163784	-0.029038	0.063915	-0.039170	-0.003689	-0.030957	-0.005059	-0.879883	-0.201904	-0.398438	0.675396	0.164381	-0.693655	0.188841	NaN	NaN	NaN	NaN	NaN	NaN
12200	9.794898	-0.346101	-0.229523	0.037231	0.072011	-0.009325	-0.012805	-0.034869	-0.008216	-0.879883	-0.197510	-0.394287	0.675291	0.164391	-0.693784	0.188736	NaN	NaN	NaN	NaN	NaN	NaN
12201	9.799156	-0.426456	-0.292219	0.128298	0.030025	-0.000789	-0.018349	-0.029838	-0.006241	-0.879883	-0.201904	-0.394287	0.675212	0.164366	-0.693899	0.188618	NaN	NaN	NaN	NaN	NaN	NaN
12202	9.749612	-0.499705	-0.248215	0.124336	-0.058740	-0.048092	-0.016505	-0.031937	-0.006616	-0.877686	-0.197266	-0.392090	0.675118	0.164356	-0.694023	0.188507	NaN	NaN	NaN	NaN	NaN	NaN
12203	9.796789	-0.548223	-0.190581	0.093414	-0.129976	-0.000025	-0.005354	-0.028872	-0.010189	-0.884521	-0.197510	-0.400879	0.675034	0.164389	-0.694120	0.188424	NaN	NaN	NaN	NaN	NaN	NaN
12204	9.747209	-0.557537	-0.173298	0.082073	-0.150117	-0.049507	0.005617	-0.035531	-0.009080	-0.877441	-0.204102	-0.394043	0.674912	0.164465	-0.694233	0.188379	NaN	NaN	NaN	NaN	NaN	NaN
12205	9.747125	-0.524808	-0.189970	0.078441	-0.115737	-0.050597	0.020350	-0.034112	-0.009609	-0.889160	-0.197510	-0.390137	0.674791	0.164586	-0.694321	0.188380	NaN	NaN	NaN	NaN	NaN	NaN
12206	9.746166	-0.469383	-0.197371	0.055681	-0.066143	-0.053612	0.031445	-0.035699	-0.011903	-0.879883	-0.204102	-0.387695	0.674650	0.164759	-0.694407	0.188415	NaN	NaN	NaN	NaN	NaN	NaN
12207	9.767925	-0.400188	-0.172505	-0.003348	-0.019758	-0.035066	0.040503	-0.046176	-0.008286	-0.880127	-0.197266	-0.383545	0.674460	0.164961	-0.694525	0.188485	NaN	NaN	NaN	NaN	NaN	NaN
12208	9.745009	-0.381671	-0.223027	0.029078	0.017767	-0.057717	0.045936	-0.045684	-0.004786	-0.886719	-0.204102	-0.392090	0.674265	0.165168	-0.694638	0.188586	NaN	NaN	NaN	NaN	NaN	NaN
12209	9.792730	-0.325898	-0.229536	0.002243	0.068477	-0.012087	0.042245	-0.046988	-0.004012	-0.884277	-0.204102	-0.389893	0.674067	0.165360	-0.694760	0.188676	NaN	NaN	NaN	NaN	NaN	NaN
12210	9.768242	-0.326133	-0.235177	0.004144	0.067930	-0.036411	0.040397	-0.050392	-0.003614	-0.886719	-0.201904	-0.394287	0.673859	0.165549	-0.694894	0.188758	NaN	NaN	NaN	NaN	NaN	NaN
12211	9.815081	-0.247961	-0.233132	-0.041513	0.133933	0.007291	0.036646	-0.052112	-0.000721	-0.886475	-0.206543	-0.396240	0.673650	0.165715	-0.695037	0.188833	NaN	NaN	NaN	NaN	NaN	NaN
12212	9.841771	-0.283323	-0.277782	0.009492	0.122978	0.036306	0.029407	-0.045005	-0.003862	-0.884521	-0.199707	-0.387939	0.673470	0.165862	-0.695163	0.188880	NaN	NaN	NaN	NaN	NaN	NaN
12213	9.791327	-0.270683	-0.252267	-0.020671	0.118147	-0.015106	0.023867	-0.044210	-0.002707	-0.882324	-0.197266	-0.387939	0.673301	0.165983	-0.695290	0.188910	NaN	NaN	NaN	NaN	NaN	NaN
12214	9.836781	-0.210856	-0.204652	-0.096948	0.146066	0.026920	0.016466	-0.046820	-0.001149	-0.884277	-0.204102	-0.387695	0.673123	0.166079	-0.695436	0.188920	NaN	NaN	NaN	NaN	NaN	NaN
12215	9.838203	-0.224295	-0.241118	-0.062819	0.149875	0.029684	0.016423	-0.049352	0.000555	-0.888916	-0.201904	-0.385742	0.672938	0.166167	-0.695592	0.188931	NaN	NaN	NaN	NaN	NaN	NaN
12216	9.814519	-0.247482	-0.256148	-0.041971	0.134049	0.007288	0.007241	-0.051568	-0.000035	-0.886719	-0.201904	-0.389893	0.672750	0.166232	-0.695765	0.188909	NaN	NaN	NaN	NaN	NaN	NaN
12217	9.841924	-0.305703	-0.310045	0.028001	0.107840	0.038233	0.001713	-0.045271	0.001098	-0.881836	-0.210938	-0.391846	0.672589	0.166266	-0.695921	0.188874	NaN	NaN	NaN	NaN	NaN	NaN
12218	9.816750	-0.315417	-0.292408	0.014638	0.088257	0.013073	-0.001898	-0.037274	-0.000702	-0.889160	-0.199707	-0.389893	0.672459	0.166289	-0.696054	0.188830	NaN	NaN	NaN	NaN	NaN	NaN
12219	9.791791	-0.356865	-0.260440	0.005136	0.034370	-0.010997	-0.005575	-0.027573	0.000029	-0.886719	-0.204102	-0.385498	0.672372	0.166289	-0.696151	0.188780	NaN	NaN	NaN	NaN	NaN	NaN
12220	9.766696	-0.366285	-0.241443	-0.008229	0.014788	-0.036158	-0.003592	-0.027579	-0.005437	-0.884277	-0.204102	-0.385498	0.672281	0.166314	-0.696248	0.188722	NaN	NaN	NaN	NaN	NaN	NaN
12221	9.791212	-0.397273	-0.229906	-0.006641	-0.018976	-0.010743	-0.003722	-0.029672	-0.000350	-0.891113	-0.204102	-0.387695	0.672180	0.166325	-0.696355	0.188678	NaN	NaN	NaN	NaN	NaN	NaN
12222	9.816810	-0.377941	-0.276994	0.021741	0.019651	0.015256	-0.009027	-0.025957	-0.008507	-0.886963	-0.197266	-0.383545	0.672103	0.166341	-0.696449	0.188591	NaN	NaN	NaN	NaN	NaN	NaN
12223	9.817592	-0.399668	-0.288497	0.040554	0.004423	0.017186	-0.020050	-0.020571	-0.008733	-0.891357	-0.201904	-0.383545	0.672055	0.166310	-0.696536	0.188468	NaN	NaN	NaN	NaN	NaN	NaN
12224	9.815739	-0.426119	-0.222452	-0.005380	-0.052665	0.014672	-0.018092	-0.014221	-0.012960	-0.888916	-0.201904	-0.381348	0.672030	0.166300	-0.696596	0.188345	NaN	NaN	NaN	NaN	NaN	NaN
12225	9.741159	-0.413010	-0.194556	-0.033692	-0.058077	-0.061067	-0.018105	-0.009984	-0.012133	-0.879883	-0.199707	-0.385742	0.672017	0.166283	-0.696645	0.188229	NaN	NaN	NaN	NaN	NaN	NaN
12226	9.739760	-0.398410	-0.163974	-0.068029	-0.061818	-0.063836	-0.014441	-0.013329	-0.011629	-0.886719	-0.204102	-0.387695	0.671990	0.166279	-0.696699	0.188124	NaN	NaN	NaN	NaN	NaN	NaN
12227	9.788131	-0.332773	-0.190494	-0.079439	0.007975	-0.017374	-0.018224	-0.014198	-0.007460	-0.884521	-0.197510	-0.387939	0.671966	0.166246	-0.696760	0.188015	NaN	NaN	NaN	NaN	NaN	NaN
12228	9.812519	-0.331586	-0.191012	-0.081595	0.008540	0.006948	-0.025638	-0.012575	-0.005059	-0.886963	-0.197510	-0.385742	0.671945	0.166181	-0.696828	0.187894	NaN	NaN	NaN	NaN	NaN	NaN
12229	9.838306	-0.344106	-0.223574	-0.049500	0.012969	0.034040	-0.025748	-0.018908	-0.000802	-0.889160	-0.199707	-0.389893	0.671904	0.166095	-0.696920	0.187776	NaN	NaN	NaN	NaN	NaN	NaN
12230	9.864649	-0.347809	-0.279188	-0.002173	0.036308	0.061972	-0.016651	-0.021756	0.003180	-0.886719	-0.199707	-0.383545	0.671836	0.166041	-0.697017	0.187706	NaN	NaN	NaN	NaN	NaN	NaN
12231	9.837626	-0.353418	-0.204878	-0.064977	-0.005966	0.033200	-0.018353	-0.014175	-0.001959	-0.893555	-0.199707	-0.383545	0.671805	0.165983	-0.697085	0.187615	NaN	NaN	NaN	NaN	NaN	NaN
12232	9.813212	-0.353819	-0.206940	-0.063072	-0.006516	0.008877	-0.020238	-0.009108	0.000105	-0.882080	-0.206299	-0.383301	0.671787	0.165916	-0.697141	0.187533	NaN	NaN	NaN	NaN	NaN	NaN
12233	9.813186	-0.353929	-0.207992	-0.063172	-0.006515	0.008876	-0.022149	-0.010811	0.003041	-0.888916	-0.204102	-0.385498	0.671763	0.165834	-0.697205	0.187452	NaN	NaN	NaN	NaN	NaN	NaN
12234	9.787946	-0.332232	-0.200689	-0.080204	0.008221	-0.017380	-0.027721	-0.009169	0.005478	-0.886963	-0.197266	-0.383545	0.671746	0.165723	-0.697272	0.187361	NaN	NaN	NaN	NaN	NaN	NaN
12235	9.790684	-0.359530	-0.265141	-0.011881	0.015748	-0.011837	-0.038813	-0.005470	0.008236	-0.886719	-0.199707	-0.385742	0.671751	0.165557	-0.697339	0.187242	NaN	NaN	NaN	NaN	NaN	NaN
12236	9.762894	-0.343388	-0.180495	-0.093671	-0.011310	-0.042545	-0.036992	-0.006717	0.009118	-0.888916	-0.204102	-0.387695	0.671747	0.165399	-0.697410	0.187134	NaN	NaN	NaN	NaN	NaN	NaN
12237	9.764223	-0.357658	-0.213286	-0.059489	-0.007533	-0.039772	-0.037052	-0.010519	0.011669	-0.893555	-0.201904	-0.381348	0.671732	0.165234	-0.697492	0.187028	NaN	NaN	NaN	NaN	NaN	NaN
12238	9.789127	-0.348756	-0.236569	-0.046371	0.012060	-0.014611	-0.031450	-0.018513	0.007979	-0.889160	-0.197510	-0.383545	0.671683	0.165110	-0.697596	0.186925	NaN	NaN	NaN	NaN	NaN	NaN
12239	9.861897	-0.388979	-0.199784	-0.064268	-0.039579	0.058611	-0.038766	-0.011820	0.006988	-0.886719	-0.201904	-0.383545	0.671663	0.164956	-0.697685	0.186798	NaN	NaN	NaN	NaN	NaN	NaN
12240	9.815347	-0.353533	-0.292833	0.000775	0.035416	0.013325	-0.035105	-0.007546	0.007886	-0.884521	-0.195068	-0.387939	0.671655	0.164810	-0.697756	0.186691	NaN	NaN	NaN	NaN	NaN	NaN
12241	9.815526	-0.386009	-0.280169	0.004386	0.001170	0.014419	-0.033229	-0.002873	0.006637	-0.891357	-0.201904	-0.385742	0.671669	0.164663	-0.697806	0.186587	NaN	NaN	NaN	NaN	NaN	NaN
12242	9.790892	-0.355120	-0.294391	0.002637	0.034934	-0.010998	-0.027661	0.003107	0.004602	-0.891357	-0.199707	-0.390137	0.671695	0.164544	-0.697830	0.186504	NaN	NaN	NaN	NaN	NaN	NaN
12243	9.739950	-0.320529	-0.254723	-0.046479	0.045414	-0.064353	-0.023906	0.002716	0.001280	-0.884521	-0.201904	-0.385742	0.671725	0.164445	-0.697848	0.186420	NaN	NaN	NaN	NaN	NaN	NaN
12244	9.764559	-0.352012	-0.240478	-0.044980	0.011666	-0.038937	-0.016582	0.001524	0.002254	-0.889160	-0.197510	-0.390137	0.671739	0.164372	-0.697866	0.186366	NaN	NaN	NaN	NaN	NaN	NaN
12245	9.813907	-0.341826	-0.261756	-0.033767	0.031865	0.010549	-0.012899	-0.008174	0.001489	-0.884521	-0.201904	-0.389893	0.671723	0.164319	-0.697908	0.186311	NaN	NaN	NaN	NaN	NaN	NaN
